Name,Address,Rating,Distance,Latitude,Longitude
Pizza Wine Disco,"788 King Street W Toronto, ON M5V 1N6 Canada ",3.0,271.3637754926956,43.641389,-79.404444
Morso Me,"850 King Street W Toronto, ON M5V 1P1 Canada ",4.8,363.8337974849952,43.641389,-79.404444
Georgian House,"147 Spadina Avenue Toronto, ON M5V 2L7 Canada ",4.5,1025.9767983387367,43.641389,-79.404444
Terroni,"720 Queen Street W Toronto, ON M6J 1E8 Canada ",3.4,665.8429701108963,43.641389,-79.404444
The Good Son,"1096 Queen Street W Toronto, ON M6J 1H9 Canada ",3.8,1497.064134043635,43.641389,-79.404444
Freshslice Pizza,"744 King Street W Toronto, ON M5V 1N3 Canada ",2.9,248.9230069911432,43.641389,-79.404444
Levetto,"68 Sudbury Street Toronto, ON M6J 3S7 Canada ",4.1,1432.8597628377954,43.641389,-79.404444
PI CO.,"130 Spadina Avenue 2B Toronto, ON M5V 1X9 Canada ",4.1,932.2197584673253,43.641389,-79.404444
Midnight Arcade,"158 Augusta Avenue Floor 2 Toronto, ON M5T 2L5 Canada ",4.7,1305.9770002491662,43.641389,-79.404444
Fusaro's Kitchen,"147 Spadina Avenue Toronto, ON M5V 2L7 Canada ",4.1,1025.0713200177156,43.641389,-79.404444
Pizza North,"669 Queen St W Toronto, ON M6J 1E6 Canada ",0.0,612.1670329547059,43.641389,-79.404444
Carolina,"772 Dundas Street W Toronto, ON M6J 1V1 Canada ",4.2,1218.403648340405,43.641389,-79.404444
Pizza Karachi,"465 Queen Street W Toronto, ON M5V 2A9 Canada ",5.0,977.1371480064786,43.641389,-79.404444
Par-Tee Pong,"26 Duncan St 2nd Floor Toronto, ON M5V 2B8 Canada ",5.0,1470.4251732535354,43.641389,-79.404444
King Taps,"620 King St West Suite 101 Toronto, ON M5V 1M6 Canada ",4.5,495.41540210524073,43.641389,-79.404444
Jz's Pizza,"232 Wellington Street W Toronto, ON M5V 3W1 Canada ",4.1,1262.4042267702973,43.641389,-79.404444
Pizzeria Popolo,"499 Richmond Street W Toronto, ON M5H 2N3 Canada ",0.0,750.4870980112713,43.641389,-79.404444
Ciao Pizzeria,"334 Dundas Street W Toronto, ON M5T 1G5 Canada ",4.6,1721.0154895509945,43.641389,-79.404444
Four Brothers Pizza,"540 King Street W Toronto, ON M5V 1M3 Canada ",4.1,661.1039382515863,43.641389,-79.404444
Nodo Liberty,"120 Lynn Williams Street Toronto, ON M4M 1L4 Canada ",3.9,1099.3781282680993,43.641389,-79.404444
Mel's Real Good Pizza,"170 Princes Boulevard Toronto, ON M6K 3C3 Canada ",4.7,1355.7747034645936,43.641389,-79.404444
Domino's Pizza,"51 Niagara Street Toronto, ON M5V 1C3 Canada ",1.9,195.50168155946645,43.641389,-79.404444
Taxim Kitchen & Bar,"566 Queen Street W Toronto, ON M5V 2B5 Canada ",0.0,689.656313910454,43.641389,-79.404444
North of Brooklyn Pizzeria,"650 1/2 Queen Street W Toronto, ON M6J 1E4 Canada ",3.5,641.6170510705222,43.641389,-79.404444
Pizza Hut,"720 King Street West Toronto, ON M5V 2T3 Canada ",1.6,283.4942793611719,43.641389,-79.404444
Mamma's Pizza,"249 Queens Quay W Toronto, ON M5J 2N5 Canada ",3.8,1493.8926842024873,43.641389,-79.404444
Pizzeria Moretti,"328 Wellington Street W The SoHo Hotel Toronto, ON M5V 3T4 Canada ",3.3,1040.7147738751105,43.641389,-79.404444
Pizzeria Libretto,"221 Ossington Avenue Toronto, ON M6J 2Z8 Canada ",4.0,1534.013666080415,43.641389,-79.404444
Pizza North,"669 Queen Street W Toronto, ON M6J 1E6 Canada ",4.5,613.4590675665872,43.641389,-79.404444
Danny’s Pizza Tavern,"611 College Street Toronto, ON M6G 1B5 Canada ",4.1,1710.2290324985875,43.641389,-79.404444
The Fourth Man In The Fire,"832 Dundas Street W Toronto, ON M6J 1V3 Canada ",3.9,1218.302556626221,43.641389,-79.404444
Super Point,"184 Ossington Avenue Toronto, ON M6J 2Z7 Canada ",3.4,1520.0579509672004,43.641389,-79.404444
General Assembly Pizza,"331 Adelaide St W Toronto, ON M5V 2G5 Canada ",3.8,1126.9163286675666,43.641389,-79.404444
Hey Lucy,"295 King St. W. Toronto, ON M5V 1J5 Canada ",3.5,1281.7537438068564,43.641389,-79.404444
Liberty Eats,"129 Jefferson Avenue Toronto, ON M6K 3E4 Canada ",4.0,1413.4747915096236,43.641389,-79.404444
Clandestino wine bar,"1183 Dundas Street W Toronto, ON M6J 1X3 Canada ",4.4,1656.4927457862416,43.641389,-79.404444
PI CO.,"170 University Ave Toronto, ON M5H 3B3 Canada ",4.0,1703.9378856350727,43.641389,-79.404444
Boston Pizza,"250 Front Street  W Unit 1C201 Toronto, ON M5V 3G5 Canada ",2.7,1314.748291049729,43.641389,-79.404444
Maker Pizza,"59 Cameron Street Toronto, ON M5T 2H1 Canada ",3.8,1124.7933302984159,43.641389,-79.404444
Pizza Pizza,"540 King Street W Toronto, ON M5V 1M3 Canada ",2.4,657.9223054106453,43.641389,-79.404444
San Francesco Foods - CNE,"Manitoba Drive Food Building Toronto, ON M6K 3C3 Canada ",3.8,1141.222773539797,43.641389,-79.404444
Pizzaiolo - The Pizza Maker's Pizza,"615 King Street W Toronto, ON M5V 1M5 Canada ",3.0,412.28986952941074,43.641389,-79.404444
North of Brooklyn Pizzeria,"1180 The Queensway Toronto, ON M8Z 1R5 Canada ",5.0,1549.5985084918586,43.62649329992186,-79.50358167641535
Mamma Martino's Pasta and Pizzeria Restaurant,"624 The Queensway Etobicoke, ON M8Y 1K3 Canada ",3.4,635.8386811524348,43.62649329992186,-79.50358167641535
Dino's Wood Burning Pizza,"820 The Queensway Toronto, ON M8Z 1N6 Canada ",3.8,405.0069320632622,43.62649329992186,-79.50358167641535
Napolitan Brick Oven Pizza,"1020 Islington Avenue Unit 17 Toronto, ON M8Z 6A4 Canada ",3.9,1296.508273372206,43.62649329992186,-79.50358167641535
Revolver Pizza,"388 Royal York Road Etobicoke, ON M8Y 2R3 Canada ",4.4,901.1245414320779,43.62649329992186,-79.50358167641535
Rocco's Pizza & Pasta,"972 The Queensway Toronto, ON M8Z 1P6 Canada ",4.2,888.4843453670956,43.62649329992186,-79.50358167641535
Pazzia Osteria,"848 The Queensway Etobicoke, ON M8Z 1N7 Canada ",3.9,504.7556952458835,43.62649329992186,-79.50358167641535
Pizza Pizza,"742 The Queensway Etobicoke, ON M8Y 2V2 Canada ",2.5,96.1328565188463,43.62649329992186,-79.50358167641535
FBI PIZZA,"2336 Lake Shore Boulevard W Toronto, ON M8V 1B8 Canada ",3.3,1654.949457445856,43.62649329992186,-79.50358167641535
Pizza Therapy,"2382 Lake Shore Boulevard W Etobicoke, ON M8V 1C3 Canada ",0.0,1702.5323901182835,43.62649329992186,-79.50358167641535
Pizzeria Oro di Napoli,"2312 Lakeshore Boulevard W Toronto, ON M8V 1B5 Canada ",4.0,1646.9593133999385,43.62649329992186,-79.50358167641535
Pizza Nova,"731 The Queensway Toronto, ON M8Y 1L4 Canada ",2.5,107.23479327429706,43.62649329992186,-79.50358167641535
Carnicelli's Pizza Pasta Panini,"751 The Queensway Etobicoke, ON M8Z 1M8 Canada ",0.0,64.17688343904342,43.62649329992186,-79.50358167641535
Auguri Trattoria Italian Cuisine & Wood Burning Oven,"664 The Queensway Etobicoke, ON M8Y 1K7 Canada ",0.0,441.2988107922155,43.62649329992186,-79.50358167641535
Rocco's Plum Tomato,"164 The Queensway Etobicoke, ON M8Y 1J2 Canada ",3.5,1558.2277133132764,43.62649329992186,-79.50358167641535
2 Or 3 Pizza & Wings,"2382 Lake Shore Boulevard W Toronto, ON M8V 1C3 Canada ",3.2,1698.92808342816,43.62649329992186,-79.50358167641535
JC Plumbing,"Toronto, ON M3N 1Y9 Canada ",0.0,1503.9645775413985,43.74751496038769,-79.5132569853195
Pizza Wings & More,"310 Eddystone Avenue North York, ON M3N 1H7 Canada ",1.9,821.0782267688919,43.74751496038769,-79.5132569853195
Pizza Pizza,"2731 Jane Street North York, ON M3L 1S3 Canada ",1.8,699.1697378776832,43.74751496038769,-79.5132569853195
Pizza Hut,"1949 Finch Avenue W Toronto, ON M3N 2V3 Canada ",1.7,1041.2582677750863,43.74751496038769,-79.5132569853195
Pizza Pizza,"1837 Finch Avenue W Unit T-3 Toronto, ON M3N 2H1 Canada ",1.8,1093.7459080872093,43.74751496038769,-79.5132569853195
241 Pizza,"1 York Gate Boulevard North York, ON M3N 3A1 Canada ",1.5,1336.4512977209974,43.74751496038769,-79.5132569853195
Cafe Oro Di Napoli,"75 Jarvis Street Toronto, ON M5C 2H2 Canada ",4.5,959.8426073436208,43.651318,-79.36023
District Pizza,"30 Gristmill Lane Toronto, ON M5A 3C4 Canada ",3.9,138.92600698435407,43.651318,-79.36023
Piano Piano,"55 Colborne Street Toronto, ON M5E 1E3 Canada ",3.8,1192.383341247934,43.651318,-79.36023
Ardo Restaurant,"243 King Street E Toronto, ON M5A 1J9 Canada ",3.8,663.0278239768098,43.651318,-79.36023
La Bamboche After Dark,"892 Queen Street East Toronto, ON M4M 1J3 Canada ",5.0,1713.3351059093307,43.651318,-79.36023
Bellissimo Pizzeria & Ristorante,"164 The Esplanade Toronto, ON M5A 4A5 Canada ",3.2,740.5425423914226,43.651318,-79.36023
Fusilli Restaurant,"531 Queen Street E Toronto, ON M5A 1V1 Canada ",3.6,687.8879955817531,43.651318,-79.36023
Wood 900 Grill & Bar,"372 Queen St E Toronto, ON M5A 1T1 Canada ",2.8,583.1190480685437,43.651318,-79.36023
Pure Pizza and Burgers,"314 Parliament Street Toronto, ON M5A 2Z7 Canada ",5.0,1029.9210789789304,43.651318,-79.36023
St Lawrence Pizza & Pasta,"93 Front Street E Toronto, ON M5E 1C3 Canada ",4.2,956.2253487852827,43.651318,-79.36023
Liberty Pizzeria,"657 Dundas Street E Toronto, ON M5A 2C1 Canada ",4.0,1026.8639367202309,43.651318,-79.36023
George's Pizza and Panzerotto,"252 Dundas Street  E Toronto, ON M5A 1Z8 Canada ",3.4,1259.176439906472,43.651318,-79.36023
Blondies,"419 Parliament Street Toronto, ON M5A 3A1 Canada ",4.7,1367.8220553786666,43.651318,-79.36023
Pizza Maru,"66 Gerrard Street E Toronto, ON M5B 2M2 Canada ",4.4,1779.9490526656105,43.651318,-79.36023
NForno,"59 Merchants' Wharf Toronto, ON M5A 0N8 Canada ",3.7,782.3671505306638,43.651318,-79.36023
Pi Co,"60 Colborne Street Toronto, ON M5E 0B7 Canada ",4.0,1170.9411094157358,43.651318,-79.36023
Uncle Tony's,"38 Wellington St East Toronto, ON M5E 1C7 Canada ",3.6,1231.6064007756913,43.651318,-79.36023
Pizzaville,"190 Queens Quay East Toronto, ON M5A 3Y4 Canada ",5.0,725.5523835385535,43.651318,-79.36023
Bocconcini Toronto,"96 Gerrard Street E Toronto, ON M5B 1G7 Canada ",4.6,1700.8952027338619,43.651318,-79.36023
Panzerotto & Pizza 2 For 1,"11 Polson St Toronto, ON M5A 1A4 Canada ",0.0,1257.5627913101443,43.651318,-79.36023
Thai Xương,"42 Wellington Street E Toronto, ON M5E 1C7 Canada ",0.0,1217.702662625166,43.651318,-79.36023
Noor Pizza,"260 Parliament St Toronto, ON M5A 3A4 Canada ",4.5,875.5250293380554,43.651318,-79.36023
Pizza Nova,"714 Queen Street E Toronto, ON M4M 1H2 Canada ",4.5,1204.1359930405963,43.651318,-79.36023
Afro's Pizza,"107 Mutual Street Toronto, ON M5B 1E5 Canada ",4.8,1393.2635905727964,43.651318,-79.36023
Pizza Nova,"222 The Esplanade Toronto, ON M5E Canada ",2.3,467.9769280685943,43.651318,-79.36023
Domino's Pizza,"312 Queen Street E Toronto, ON M5A 1S8 Canada ",2.0,630.5212136895929,43.651318,-79.36023
Piano Piano Pizzeria,"234 Parliament Street Toronto, ON M5A 3A4 Canada ",0.0,799.7459165295651,43.651318,-79.36023
241 Pizza,"142 Parliament Street Toronto, ON M5A 2Z1 Canada ",1.5,489.3920127258534,43.651318,-79.36023
Oliver & Bonacini Café Grill,"33 Yonge Street Toronto, ON M5E 1G4 Canada ",3.2,1409.950225916223,43.651318,-79.36023
Pi Co,"16 Richardson St Toronto, ON M5A 4J9 Canada ",3.5,942.4073055507118,43.651318,-79.36023
J Pizza Plus,"314 Parliament Street Toronto, ON M5A 2Z7 Canada ",3.0,1029.9210789789304,43.651318,-79.36023
Pizza Shab - Downtown,"163 Dalhousie Street Toronto, ON M5B 2P7 Canada ",3.9,1512.195305664741,43.651318,-79.36023
Pizza Pizza,"678 Queen Street E Toronto, ON M4M 1G8 Canada ",2.1,1106.6983772961876,43.651318,-79.36023
Mr. Pizza,"16 Yonge Street Toronto, ON M5E 2A1 Canada ",2.9,1543.0374749512239,43.651318,-79.36023
Panzerotto Pizza,"246 Parliament St Toronto, ON M5A 3A4 Canada ",1.0,826.4697518343713,43.651318,-79.36023
Pizzaiolo - The Pizza Maker's Pizza,"1 Toronto Street Toronto, ON M5C 2V6 Canada ",3.0,1266.3351476947962,43.651318,-79.36023
Papa John's Pizza,"200 Dundas Street E Suite E Toronto, ON M5R 4R2 Canada ",2.1,1286.1619097679586,43.651318,-79.36023
East Coast Donair,"314 Parliament Street Toronto, ON M5A 2Z7 Canada ",2.8,1029.8424893551792,43.651318,-79.36023
Pizza Pizza,"109 Front Street East Toronto, ON M5E 1C7 Canada ",1.7,887.0295273447858,43.651318,-79.36023
Pizza Hut,"77 Lower Jarvis Toronto, ON M5E 1R8 Canada ",1.9,922.6141864706825,43.651318,-79.36023
Domino's Pizza,"67 Richmond St E Toronto, ON M5C 1N9 Canada ",2.4,1191.8595308863046,43.651318,-79.36023
Mamma's Pizza,"127 Yonge St Toronto, ON M5C 1X3 Canada ",2.3,1455.8025834429654,43.651318,-79.36023
241 Pizza,"451 Parliament Street Toronto, ON M5A 3A3 Canada ",2.6,1477.4836876649138,43.651318,-79.36023
Pizza Pizza,"60 Wellington Street E Toronto, ON M5E 1C7 Canada ",0.0,1155.3862997359756,43.651318,-79.36023
Pizzaiolo - The Pizza Maker's Pizza,"722 Queen Street E Toronto, ON M4M 1H1 Canada ",2.0,1230.6793142051738,43.651318,-79.36023
Panga,"106 Mutual St Toronto, ON M5B 2R7 Canada ",3.0,1430.7589294863935,43.651318,-79.36023
Lulu's Pizza,"346 Dundas St E Toronto, ON M5A 2A1 Canada ",0.0,1123.6250872200205,43.651318,-79.36023
Pizzaiolo - The Pizza Maker's Pizza,"104 Yonge Street Toronto, ON M5C 2Y6 Canada ",2.4,1486.7376639954298,43.651318,-79.36023
Piazza Manna,"88 Queens Quay W Toronto, ON M5J 2R8 Canada ",1.8,1823.1954166182225,43.651318,-79.36023
Pizza Pizza,"5921 Leslie Street North York, ON M2H 1J8 Canada ",3.8,1101.8497612273602,43.78893788312306,-79.37488868750592
Pizza Nova,"4847 Leslie Street Toronto, ON M2J 2K9 Canada ",3.5,1362.7748548483482,43.78893788312306,-79.37488868750592
Dispotino Pizza,"675 Steeprock Drive Toronto, ON M3J 2Z5 Canada ",5.0,731.2217735408228,43.75558397112288,-79.47446032684479
Boston Pizza,"180 Rimrock Rd Toronto, ON M3J 3A6 Canada ",2.5,729.2208370842519,43.75558397112288,-79.47446032684479
Nino D'aversa Bakery,"1 Toro Road North York, ON M3J 2A4 Canada ",3.4,1235.4279201144907,43.75558397112288,-79.47446032684479
Allegro Restaurant,"1280 Finch Avenue W Toronto, ON M3J 3K6 Canada ",0.0,1522.2007234425694,43.75558397112288,-79.47446032684479
Pizza Hut,"4400 Dufferin Street Toronto, ON M3H 4K7 Canada ",0.0,1132.0165458288377,43.75558397112288,-79.47446032684479
Pizza Nova,"3928 Keele Street Toronto, ON M3J Canada ",3.9,1578.791386786378,43.75558397112288,-79.47446032684479
Jiji's Kitchen Restaurant,"40 Carl Hall Road Toronto, ON M3K 2C1 Canada ",3.0,749.6470276394214,43.75558397112288,-79.47446032684479
The Hangar Bar And Grill,"75 Carl Hall Road Toronto, ON M3K Canada ",1.5,990.8583157778445,43.75558397112288,-79.47446032684479
Pizza Pizza,"3358 Keele Street North York, ON M3J 1L5 Canada ",1.0,1509.754097891138,43.75558397112288,-79.47446032684479
Pizza Nova,"520 Wilson Heights Boulevard Toronto, ON M3H 2V6 Canada ",2.3,1544.0661976581675,43.75558397112288,-79.47446032684479
Pizza Pizza,"1300 Finch Avenue W Toronto, ON M3J 3K2 Canada ",0.0,1627.3125828072416,43.75558397112288,-79.47446032684479
Regino's Pizza,"1300 Finch Avenue W North York, ON M3J 3K2 Canada ",1.8,1627.3125828072416,43.75558397112288,-79.47446032684479
Pizza Hut,"3298 Keele Street Toronto, ON M3K 2C5 Canada ",1.0,1674.0350797425433,43.75558397112288,-79.47446032684479
Panzerotto & Pizza 2 For 1,"1300 Finch Avenue W North York, ON M3J 3K2 Canada ",0.0,1627.3125828072416,43.75558397112288,-79.47446032684479
Bar Poet,"1090 Queen Street W Toronto, ON M6J 1H7 Canada ",3.9,1201.708871551018,43.65246,-79.413528
Danny’s Pizza Tavern,"611 College Street Toronto, ON M6G 1B5 Canada ",4.1,286.27717773773037,43.65246,-79.413528
Taverniti,"591 College Street Toronto, ON M6G 1B2 Canada ",4.0,298.78287361723284,43.65246,-79.413528
Cafe Diplomatico Restaurant & Pizzeria,"594 College St Toronto, ON M6G 1B3 Canada ",3.2,311.2225228430645,43.65246,-79.413528
Carolina,"772 Dundas Street W Toronto, ON M6J 1V1 Canada ",4.2,485.84901144409156,43.65246,-79.413528
Pizzeria Libretto,"221 Ossington Avenue Toronto, ON M6J 2Z8 Canada ",4.0,669.7344482008243,43.65246,-79.413528
The Fourth Man In The Fire,"832 Dundas Street W Toronto, ON M6J 1V3 Canada ",3.9,333.7879872004617,43.65246,-79.413528
Ladybug Tavern,"890 College Street Toronto, ON M6H 1A3 Canada ",4.3,948.1995948131248,43.65246,-79.413528
Pizzeria Da Mario,"253 Augusta Avenue Toronto, ON M5T 2L8 Canada ",4.6,966.952231929474,43.65246,-79.413528
Regina Pizzeria & Trattoria,"782 College Street Toronto, ON M6G 1C6 Canada ",3.9,648.2546569068738,43.65246,-79.413528
Tav's Gnocchi Pizza Bar,"589 College St Toronto, ON M6G 1B2 Canada ",3.9,296.48419352694737,43.65246,-79.413528
Pizza Hut,"922 Bloor Street W Toronto, ON M6H 1L4 Canada ",5.0,1512.8486255884254,43.65246,-79.413528
Renaissance Pizza,"809 Dundas Street W Toronto, ON M6J 1V2 Canada ",4.7,435.95320457521984,43.65246,-79.413528
Bitondo's Pizzeria,"11 Clinton Street Toronto, ON M6J 2N7 Canada ",4.0,186.131967824153,43.65246,-79.413528
Midnight Arcade,"158 Augusta Avenue Floor 2 Toronto, ON M5T 2L5 Canada ",4.7,967.387992014401,43.65246,-79.413528
Earl's,"601 King Street W Toronto, ON M5V 1M5 Canada ",4.5,1400.0210211547505,43.65246,-79.413528
San Francesco Foods - Clinton,"10 Clinton Street Toronto, ON M6J 2N8 Canada ",3.6,164.07473232106204,43.65246,-79.413528
Pizzeria Badiali,"181 Dovercourt Road Toronto, ON M6J 3C6 Canada ",4.5,1055.8350675633308,43.65246,-79.413528
Burning Pizza,"615 Queen Street W Toronto, ON M5V 2B7 Canada ",5.0,1048.0300587150643,43.65246,-79.413528
Terroni,"720 Queen Street W Toronto, ON M6J 1E8 Canada ",3.4,769.0168178160685,43.65246,-79.413528
Clandestino wine bar,"1183 Dundas Street W Toronto, ON M6J 1X3 Canada ",4.4,774.0321350668204,43.65246,-79.413528
Pizza Karachi,"465 Queen Street W Toronto, ON M5V 2A9 Canada ",5.0,1369.3568529463105,43.65246,-79.413528
Giovanni's Italian Kitchen & Pizza Bar,"760 College Street Toronto, ON M6G 4A7 Canada ",3.5,593.8487735340249,43.65246,-79.413528
Levetto,"68 Sudbury Street Toronto, ON M6J 3S7 Canada ",4.1,1398.1330531190365,43.65246,-79.413528
Queen Margherita Pizza,"772 Dundas Street West Toronto, ON M6J 1V1 Canada ",3.6,489.7419452183729,43.65246,-79.413528
Super Point,"184 Ossington Avenue Toronto, ON M6J 2Z7 Canada ",3.4,730.9482888542693,43.65246,-79.413528
Beast Pizza,"96 Tecumseth Street Toronto, ON M6J 2H1 Canada ",4.0,1120.2215363453217,43.65246,-79.413528
Georgian House,"147 Spadina Avenue Toronto, ON M5V 2L7 Canada ",4.5,1514.4118368847323,43.65246,-79.413528
Raffaella,"296 Brunswick Avenue Toronto, ON M5S 1X9 Canada ",4.0,1535.414116432937,43.65246,-79.413528
Levant Pizza,"899 Bloor Street W Toronto, ON M6H 1L2 Canada ",4.4,1444.8177652046313,43.65246,-79.413528
Prince Street Pizza,"472 Front Street Avenue West Toronto, ON M5V 0W1 Canada ",3.7,1814.7599243398072,43.65246,-79.413528
Papa Johns Pizza,"653 College Street Toronto, ON M6G 1B7 Canada ",2.0,331.39910046288884,43.65246,-79.413528
The Good Son,"1096 Queen Street W Toronto, ON M6J 1H9 Canada ",3.8,1231.2188850166738,43.65246,-79.413528
Boxcar Social,"298 Markham Street Laneway Toronto, ON M6J 2G6 Canada ",5.0,492.63523275737947,43.65246,-79.413528
Bridgette Bar,"423 Wellington Street W Toronto, ON M5V 1E7 Canada ",4.1,1754.3794356610715,43.65246,-79.413528
Pizza North,"669 Queen St W Toronto, ON M6J 1E6 Canada ",0.0,944.5552689283923,43.65246,-79.413528
Pizza Gigi,"189 Harbord Street Toronto, ON M5S 1H5 Canada ",3.1,1107.8628551038248,43.65246,-79.413528
Morso Me,"850 King Street W Toronto, ON M5V 1P1 Canada ",4.8,1139.2982509083376,43.65246,-79.413528
Piano Piano,"88 Harbord Street Toronto, ON M5S 1G5 Canada ",3.6,1451.780793544162,43.65246,-79.413528
Nodo Liberty,"120 Lynn Williams Street Toronto, ON M4M 1L4 Canada ",3.9,1526.0034228733737,43.65246,-79.413528
Cosmic Pizza & Donair,"233 College Street Toronto, ON M5T 1R4 Canada ",3.8,1421.2096247248235,43.65246,-79.413528
The Annex Commons,"296 Brunswick Ave Toronto, ON M5S 2M7 Canada ",4.4,1520.9864399791884,43.65246,-79.413528
PI CO.,"130 Spadina Avenue 2B Toronto, ON M5V 1X9 Canada ",4.1,1494.4325970908144,43.65246,-79.413528
Blondies Pizza,"88 Ossington Toronto, ON M6J 2Z4 Canada ",3.8,859.5262692739022,43.65246,-79.413528
Pizzeria Via Mercanti,"188 Augusta Avenue Toronto, ON M5T 1M1 Canada ",3.7,945.761601966429,43.65246,-79.413528
Brass Taps Pizza Pub,"934 College St Toronto, ON M6H 1A4 Canada ",3.4,1025.999598994012,43.65246,-79.413528
Fresca Pizza & Pasta,"302 College Street Toronto, ON M5T 1R9 Canada ",4.0,1120.375939900325,43.65246,-79.413528
Mac's Pizza,"759 Dovercourt Road Toronto, ON M6H 2X1 Canada ",4.3,1640.2118145579802,43.65246,-79.413528
Fusaro's Kitchen,"147 Spadina Avenue Toronto, ON M5V 2L7 Canada ",4.1,1514.8109426613821,43.65246,-79.413528
The Parlour,"642 King St W Toronto, ON M5V 1M7 Canada ",3.7,1307.1208934921187,43.65246,-79.413528
Goodfellas Wood Oven Pizza,"1 Old Mill Drive York, ON M6S 0A1 Canada ",3.4,907.5280295064717,43.6438036,-79.4770327
Gatto Wood Oven Pizza,"2312 Bloor Street W Toronto, ON M6S 1P2 Canada ",3.9,781.0191712951957,43.6438036,-79.4770327
Vivo Pizza+Pasta,"1832 Bloor Street W Toronto, ON M6P 0A2 Canada ",3.4,1608.1823532966966,43.6438036,-79.4770327
Cuban Bites,"1900 Lake Shore Boulevard W Toronto, ON M6S 1A4 Canada ",0.0,1212.6867909249513,43.6438036,-79.4770327
Pizza Pizza,"2449 Bloor Street W Toronto, ON M6S 1P7 Canada ",4.5,835.9481111191059,43.6438036,-79.4770327
Pizza Pizza,"2241 Bloor Street W Toronto, ON M6S 1N6 Canada ",1.5,780.310885005481,43.6438036,-79.4770327
Pizzaiolo - The Pizza Maker's Pizza,"2425 Bloor Street West Toronto, ON M6S 1P9 Canada ",2.4,803.8160285201664,43.6438036,-79.4770327
Mama's Pizza,"Sunnybrook Plaza Toronto, ON M6S Canada ",1.0,461.4789466274632,43.6438036,-79.4770327
Nick's Place Restaurant,"155 Morningside Ave Toronto, ON M6S 1E4 Canada ",0.0,421.9970081206684,43.6438036,-79.4770327
Rocco's Plum Tomato,"164 The Queensway Etobicoke, ON M8Y 1J2 Canada ",3.5,1619.8799018392183,43.6438036,-79.4770327
Tom's Pizza Trench,"1234 5th Street Toronto, ON M6S 3K8 Canada ",0.0,552.2461114084314,43.6438036,-79.4770327
Pizza Pizza,"1725 Bloor Street W Toronto, ON M6P 1B2 Canada ",2.3,1861.2598694427318,43.6438036,-79.4770327
Pizza Hut,"2100 Bloor Street West Toronto, ON M6S 4Y7 Canada ",2.3,1094.0087714208412,43.6438036,-79.4770327
Pizzaville,"1730 Bloor Street W Toronto, ON M6P 1B3 Canada ",2.4,1908.9585611520595,43.6438036,-79.4770327
Krzystof Jozwik,"1730 Bloor St W Toronto, ON M6P 1B3 Canada ",0.0,1909.7604442662025,43.6438036,-79.4770327
La Vecchia Ristorante,"90 Marine Parade Dr Toronto, ON M8V 4G1 Canada ",3.7,701.6258024715497,43.630874,-79.482407
Pizzeria Oro di Napoli,"2312 Lakeshore Boulevard W Toronto, ON M8V 1B5 Canada ",4.0,1517.674599351529,43.630874,-79.482407
Mamma Martino's Pasta and Pizzeria Restaurant,"624 The Queensway Etobicoke, ON M8Y 1K3 Canada ",3.4,1136.668136523041,43.630874,-79.482407
Gravity Pizza Cafe & Starbucks,"58 Marine Parade Drive Toronto, ON M8V 4G1 Canada ",4.0,601.8943988834883,43.630874,-79.482407
Rocco's Plum Tomato,"164 The Queensway Etobicoke, ON M8Y 1J2 Canada ",3.5,214.50866043298836,43.630874,-79.482407
Pizza Pizza,"125 The Queensway Unit B3 Etobicoke, ON M8Y 1H6 Canada ",3.8,155.16416729783705,43.630874,-79.482407
Revolver Pizza,"388 Royal York Road Etobicoke, ON M8Y 2R3 Canada ",4.4,1935.0289613832545,43.630874,-79.482407
Cuban Bites,"1900 Lake Shore Boulevard W Toronto, ON M6S 1A4 Canada ",0.0,1445.4741545739662,43.630874,-79.482407
Panago Pizza,"2224 Lake Shore Blvd. W Etobicoke, ON M8V 0E3 Canada ",2.9,910.3108421706792,43.630874,-79.482407
Nick's Place Restaurant,"155 Morningside Ave Toronto, ON M6S 1E4 Canada ",0.0,1405.928667279025,43.630874,-79.482407
Auguri Trattoria Italian Cuisine & Wood Burning Oven,"664 The Queensway Etobicoke, ON M8Y 1K7 Canada ",0.0,1331.2658338853144,43.630874,-79.482407
Tov-Li,"5982 Bathurst Street North York, ON M2R 1Z1 Canada ",3.6,779.0744195604331,43.7774374,-79.4447096
Domino's Pizza,"222 Finch Avenue W Unit 109-110 North York, ON M2R 1M6 Canada ",4.8,815.2214724981835,43.7774374,-79.4447096
North of Brooklyn,"511 Rogers Road Toronto, ON M6M 1B4 Canada ",4.0,65.12820884814167,43.68233679999999,-79.4680594
Pizza Pizza,"500 Rogers Road York, ON M6M 1B3 Canada ",3.3,1.7458052566152865e-09,43.68233679999999,-79.4680594
Mastro Nick Pizzeria & Restaurant,"1755 Keele St York, ON M6M 3W9 Canada ",2.2,604.7291943991432,43.68233679999999,-79.4680594
Pizza Nova,"577 Rogers Road Toronto, ON M6M Canada ",3.7,255.08227533812587,43.68233679999999,-79.4680594
Papa Johns Pizza,"605 Rogers Road Toronto, ON M6M 1B9 Canada ",2.2,320.37701637219186,43.68233679999999,-79.4680594
Mr Chai,"545 Keele Street Unit 110 Toronto, ON M6N 3E4 Canada ",0.0,1315.1347676886407,43.68233679999999,-79.4680594
